SMILES,database,MolLogP,Acceptor_Count,Donor_Count,NumRotatableBonds,RingCount,MolWt,Experimental IC50 (log10),pdCSM-PPI
Cc1ccc(cc1)S(=O)(=O)N[C@@H](CNC(=O)N2CCC3(CC2)CCN(C3=O)c4ccc(cc4)C(=N)N)C(=O)O,timbal,1.23929,6,6,8,4,556.645,7.18045606445813,7.26
CS(=O)(=O)c1ncc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4ccc5ccoc5c4)C(=O)O)[nH]1,timbal,3.4904,7,5,7,5,605.456,7.52287874528034,6.8
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)C)C(=O)O)cc2,timbal,2.5026,5,2,7,2,343.379,7.92081875395238,7.74
OC(=O)C[C@@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3ncc(cc3Cl)C(F)(F)F,timbal,3.4042,5,4,8,3,518.964,7.17522353752445,9.51
N\C(=N/N1CCOCC1)\c2ccc(cc2)N3CCC4(CCN(CC4)C(=O)CCCC(=O)O)C3=O,timbal,1.2395,5,3,7,4,471.558,5.25963731050576,5.83
NC(=N)c1ccc(cc1)N2C(=O)CC3(CCN(CC3)C(=O)NCCC(=O)O)C2=O,timbal,0.50047,5,5,5,3,401.423,6.38721614328026,6.39
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2c(C)cccc2C)cc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C(C)C)C(=O)NCCc3ccccc3,timbal,4.48004,7,7,18,3,728.891,4.44009337496389,6.69
c1cc2c(cc1NC(=O)CCC(=O)NCCC(=O)O)CNC2,timbal,0.5994,4,4,7,2,305.334,8,6.28
CN1C(=O)N(CC12CCN(CC2)C(=O)CC(CC(=O)O)c3ccccc3)c4ccc(cc4)C(=N)N,timbal,2.85227,4,5,7,4,477.565,7.09691001300806,7.31
CN1C(=O)N(C(=O)C12CCN(CC2)C(=O)NCCC(=O)O)c3ccc(cc3)C(=N)N,timbal,0.38797,5,6,5,3,416.438,7.30102999566398,6.65
O=C1NC(=O)\C(=C\c2cc3ccccc3[nH]2)\C(=O)N1c4ccccc4,timbal,2.8343,3,2,2,4,331.331,5,6.05
CC(C)C[C@@H](CC(=O)N(CC(=O)O)Cc1ccccc1)NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2,timbal,5.21592,5,5,13,3,558.679,3.60730304674033,5.86
NC(=N)c1ccc(cc1)N2CCC3(CCN(CCC(=O)O)CC3)CC2,timbal,2.12777,2,4,5,3,344.459,6.79588001734408,6.29
CN1C(=O)N(C(=O)\C(=C/c2c[nH]c3ccccc23)\C1=O)c4cccc5ccccc45,timbal,4.3297,3,2,2,5,395.418,5.25963731050576,6.58
CN1C(=O)N(C(=O)C12CCN(CC2)C(=O)CC[C@H](NS(=O)(=O)c3c(C)onc3C)C(=O)O)c4ccc(cc4)C(=N)N,timbal,0.54701,8,6,9,4,589.631,7.79588001734408,7.47
NC(=N)c1ccc(cc1)N2C(=O)CC3(CCN(CC3)C(=O)CCCC(=O)O)C2=O,timbal,1.09767,5,4,6,3,400.435,6.36653154442041,6.35
NC(=N)Nc1cccc(c1)C(=O)NNC(=O)NC(CC(=O)O)c2ccccc2,timbal,1.15197,4,7,6,2,384.396,8.58502665202918,6.57
CN1C(=O)N(C(=O)C12CCN(CCCCC(=O)O)CC2)c3ccc(cc3)C(=N)N,timbal,1.45857,4,5,7,3,401.467,5.18775530319963,6.9
CN1C(=O)N(C(=O)C12CCN(CC2)C(=O)CC(CC(=O)O)c3ccccc3)c4ccc(cc4)C(=N)N,timbal,2.37887,5,5,7,4,491.548,7.49485002168009,7.07
OC[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H]2CCCN2C1=O)C(=O)O)NC(=O)C3CCNCC3,timbal,-2.0967,7,7,4,3,517.63,5.33724216831843,6.31
OC(=O)[C@H](CNC(=O)C1CCCn2c(\C=C\C3CCNCC3)nnc12)NC(=O)OCc4ccccc4,timbal,1.6641,7,4,9,4,496.568,9.49485002168009,9.1
OC(=O)CC(NC(=O)C1CCN(CC1)C(=O)c2cccc(NC3=CCCCN3)c2)c4ccc5OCOc5c4,timbal,3.2364,6,5,8,5,520.586,6.67985371388895,6.82
NC(=N)NC(=N)Nc1ccc(SC(F)(F)F)cc1,timbal,2.12824,0,5,2,1,277.275,3.99396204500268,3.83
OC(=O)CC(Cc1onc(OCCc2ccc3CCCNc3n2)c1)c4ccc5OCOc5c4,timbal,3.5789,7,2,9,5,451.479,9,8.4
CN(CC(C(=O)O)c1ccc2CCOc2c1)C(=O)CCCCc3ccc4CCCNc4n3,timbal,3.4142,5,3,9,4,437.54,9.13076828026902,9.04
CN1CCNc2nc(CCCc3noc(CC(CC(=O)O)c4ccc5OCOc5c4)n3)ccc12,timbal,3.0313,7,2,9,5,465.51,8.76955107862173,7.96
OC(=O)CC(Cc1cc(OCCc2ccc3CCCNc3n2)[nH]n1)c4ccc5OCOc5c4,timbal,3.314,7,4,9,5,450.495,8.92081875395238,7.76
Cn1nc(CC(CC(=O)O)c2cnc(s2)c3ccc(Cl)cc3)cc1OCCc4ccc5CCCNc5n4,timbal,5.3726,6,2,10,5,538.073,7.74472749489669,7.43
OC(=O)CC(Cc1csc(CCCc2ccc3CCCNc3n2)n1)c4ccc5OCOc5c4,timbal,4.6012,6,2,9,5,465.575,5.62160209905186,8.31
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)CNC1=O)C(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)C,timbal,-1.4905,8,7,6,2,555.635,4.65757731917779,6.46
COc1cccc(OC)c1c2ccc(CC(Nc3ccc(cn3)C(=O)N4CCCC4)C(=O)O)cc2,timbal,4.1096,6,3,9,4,475.545,7.63827216398241,8.34
COc1ccc(cn1)C(CC(=O)O)Cc2csc(CCCc3ccc4N(C)CCNc4n3)n2,timbal,3.7797,6,2,10,4,467.595,8.90657831483776,8.8
Cc1cccc(c1NC(=O)Nc2ccc(cc2)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(C)C)C(=O)NCCCCCCCCCCCCN)C,timbal,6.09704,7,8,27,2,808.078,5.58502665202918,5.12
COc1ccccc1c2ccc(C[C@H](NC(=O)N3CCCC3)C(=O)O)cc2,timbal,3.1633,4,3,6,3,368.433,7.76955107862173,7.67
OC(=O)[C@H](CCC(=O)N1CCN(CC1)c2cccc(NC3=NCCCN3)c2)NC(=O)OCc4ccc(cc4)C(=O)O,timbal,1.9544,7,6,10,4,566.615,8.20065945054642,7.12
OC(=O)[C@@H]1CC[C@H](CC1)OC[C@@H]2C[C@H](F)CN2C(=O)Cc3ccc(NC(=O)c4c[nH]c5ccccc45)c(Cl)c3,timbal,5.2151,6,4,8,5,556.034,8.4089353929735,7.43
CC(C)n1cc(C[C@H](NC(=O)c2c(Cl)cc3CN(CCc3c2Cl)C(=O)c4cc5ccccn5n4)C(=O)O)nn1,timbal,3.4377,7,3,7,5,570.437,6.58502665202918,7.65
C[C@@H]1NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](NC1=O)c2ccccc2)C(=O)O)NC(=O)[C@H](Cc3ccc(O)cc3)NC(=O)C,timbal,0.2508,8,7,7,3,631.733,4.48148606012211,6.2
OC(=O)CCCc1onc(CCCc2ccc3CCCNc3n2)n1,timbal,2.4053,5,2,8,3,330.388,6.79588001734408,6.57
CCCN(C(=O)CC(=O)O)C1=C(C)CC(N(CCCCN)C1=O)c2ccccc2,timbal,2.6862,4,4,10,2,401.507,7.42021640338319,6.49
Cc1ccnc(NCCCCC(=O)NNC(=O)CC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1,timbal,4.07502,5,4,11,2,481.38,8.22184874961636,7.66
Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2cccc(OC(F)(F)F)c2)c1,timbal,2.92912,6,4,12,2,482.459,7.4089353929735,8.4
CC(C)C1N(C)C(=O)[C@@H](Cc2ccccc2)NC(=O)C(CC(=O)O)NC(=O)NNC(=O)C(CCCN=C(N)N)NC1=O,timbal,-2.0774,7,9,9,2,589.654,5.55284196865778,7.94
Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2ccc(cc2)c3cccc4ccccc34)c1,timbal,4.85072,5,4,12,4,524.621,5.37365963262496,6.92
Cc1ccnc(NCCCCC(=O)NCC(=O)NC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1,timbal,3.72742,5,4,12,2,481.38,7.27572413039921,8.11
OC(=O)C[C@@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCNCC2)c3cccs3,timbal,2.3985,4,4,8,3,421.563,10,9.75
OC(=O)[C@H](Cc1cccs1)NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cc(Cl)cc(Cl)c3,timbal,3.0201,5,2,7,3,477.391,5.54515513999149,6.21
CNc1cccc(CCOc2ccc3C[C@@H](CC(=O)O)C(=O)N(CC(F)(F)F)Cc3c2)n1,timbal,3.2827,5,3,8,3,451.445,9.82390874094432,7.4
COc1cccc(OC)c1c2ccc(CC(Nc3ccccc3[N+](=O)[O-])C(=O)O)cc2,timbal,4.3868,4,2,9,3,422.437,5.44977164694491,5.29
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@]3(CCCO3)c4ncc(C)s4)C(=O)O)cc2,timbal,3.95352,7,2,9,4,496.585,9.50863830616573,7.97
OC(=O)C(CNC(=O)CCCCc1ccc2CCCNc2n1)c3ccc4CCOc4c3,timbal,3.072,5,3,9,4,423.513,8.99567862621736,8.48
COc1cc(CC(=O)N[C@@H](CC(C)C)c2cc(CCC(=O)O)on2)ccc1NC(=O)Nc3ccccc3C,timbal,5.09892,6,4,12,3,522.602,7.98716277529483,6.59
OC(=O)CC1(CC1c2ccc(OCCc3ccc4CCCNc4n3)cc2)c5ccccc5,timbal,4.9612,4,2,8,5,428.532,5.56863623584101,7.06
COc1ncc(C(CC2CCN(CC2)C(=O)CCc3ccc4CCCNc4n3)CC(=O)O)c(OC)n1,timbal,3.0667,8,3,10,4,497.596,5.83268266525182,8.08
COc1ccccc1c2ccc(C[C@H](NC(=O)C3CCCS3(=O)=O)C(=O)O)cc2,timbal,2.0513,6,2,7,3,417.483,8.67778070526608,8.12
OC(=O)[C@H](CCCCCCCc1ccc2CCCNc2n1)NS(=O)(=O)CC3CCCCC3,timbal,4.2757,5,3,13,3,465.66,7.74232142513082,7.32
OC(=O)CC1CCc2cc(NC(=O)OCC3CCNCC3)ccc2C1=O,timbal,2.4545,5,3,5,3,360.41,6.48148606012211,6.56
C[C@@H](CC(=O)O)NC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3,timbal,2.8378,4,2,5,3,359.47,6.21041928783558,6.9
OC(=O)CC[C@H](NS(=O)(=O)c1ccc2ccccc2c1)C(=O)N[C@@H](Cc3ccccc3)C(=O)O,timbal,2.1636,7,4,11,3,484.53,6.74472749489669,6.86
CC(=O)N1CSC[C@H]1C(=O)N[C@@H](CSCCCNC(=O)C23CC4CC(CC(C4)C2)C3)C(=O)O,timbal,1.9331,5,4,10,5,497.683,5.09474395125155,4.93
CC(=O)N1CCN(CC1)C(=O)\C=C\c2ccc(Sc3ccc4OC(CO)COc4c3)c(Cl)c2,timbal,3.3272,5,3,5,4,488.993,7.69897000433602,7.11
COC(=O)[C@H]1[C@@H]2NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H]12)C(C)C,timbal,-4.13163,9,9,8,2,568.588,5.82390874094432,7.74
Cc1ccc(cc1C)[C@@]2(CCCO2)C(=O)N[C@@H](Cc3ccc(cc3)c4ccccc4O)C(=O)O,timbal,4.49384,5,3,7,4,459.542,8.20901152491119,7
OC(=O)CC1CCc2cc(NCCCC3CCNCC3)ccc2C1=O,timbal,3.0981,3,3,7,3,344.455,6.21467016498923,6.67
OC(=O)CC(Cc1onc(OCCCNC2=NCCN2)c1)c3ccc4OCOc4c3,timbal,1.522,6,3,10,4,416.434,9.04575749056068,8.2
COc1cc(OC)cc(c1)C(CC(=O)O)Cc2csc(CCCc3ccc4CCCNc4n3)n2,timbal,4.8897,6,2,11,4,481.618,5.75870261289001,8.66
COc1cccc(OC)c1c2ccc(CC(Nc3ccc(cc3)[N+](=O)[O-])C(=O)O)cc2,timbal,4.3868,4,2,9,3,422.437,5.27984069659404,5.46
CCCS(=O)(=O)c1cc(NC(Cc2ccc(cc2)c3c(OC)cccc3OC)C(=O)O)ncn1,timbal,3.4523,8,2,11,3,485.562,9.4089353929735,8.11
CC(C)c1ccccc1Sc2ccc(C3CC3C(=O)N4CCCCC4C(=O)O)c(Cl)c2Cl,timbal,6.8372,3,2,6,4,492.468,5.82973828460504,7.14
OC(=O)CC1CCc2cc(NC(=O)COC3CCNCC3)ccc2C1=O,timbal,1.6135,5,3,6,3,360.41,5.92081875395238,6.62
COc1ccccc1c2ccc(C[C@H](NC(=O)N3CCCN3S(=O)(=O)c4cc(Cl)cc(Cl)c4)C(=O)O)cc2,timbal,4.6859,6,2,8,4,578.474,9.05551732784983,7.34
CC(C)C[C@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N3CCCCC3C(C(=O)O)c4ccccc4,timbal,5.96192,5,5,11,4,598.744,5.3045183235098,6.08
CC1(CCCn2c(CCC3CCNCC3)nnc12)C(=O)NC[C@H](NC(=O)OCc4ccccc4)C(=O)O,timbal,1.7576,7,4,10,4,512.611,7.73754891026957,7.86
OC(=O)CCn1ccc2cc(OCCCNc3ccccn3)ccc12,timbal,3.392,4,2,9,3,339.395,6.32790214206428,5.42
OC(=O)C[C@H](NC(=O)[C@@H]1CCCN(C1)C(=O)CCC2CCN(CC2)C=N)c3cccnc3,timbal,2.05147,5,5,9,3,443.548,9.1249387366083,8.24
CC(C)C[C@@H](NC(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1)C(=O)N(CCC(=O)O)CCc3ccccc3,timbal,5.25842,5,5,14,3,572.706,4.43179827593301,5.5
c1ccc(cc1)S(=O)(=O)NC(CNC(=O)c2ccc(s2)c3ccccc3NC(=N)N)C(=O)O,timbal,1.88197,5,6,9,3,487.563,9.60205999132796,7.83
OC(=O)C[C@H](NC(=O)C1CCCn2c(CCC3CCNCC3)nnc12)c4cccnc4,timbal,1.8149,6,3,8,4,426.521,9.27572413039921,9.55
COc1nc(N[C@@H](Cc2ccc(NC(=O)c3c(F)cccc3C(F)(F)F)cc2)C(=O)O)nc(OC)n1,timbal,3.4068,9,3,9,3,509.416,5.33724216831843,7.06
CC(=O)NC(Cc1ccc(NC(=O)Cc2ccc(NC(=O)Nc3ccccc3C)cc2)cc1)C(=O)O,timbal,3.95202,5,5,9,3,488.544,7.23657200643706,6.55
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)\N=C(\NCCC(=O)O)/SC(=C)c3ccccc3)cc2,timbal,5.53252,4,4,9,3,516.623,4.69897000433602,7.22
NC(=N)c1ccc(C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2)c(Cl)c1,timbal,3.09617,4,4,5,3,399.834,7.95860731484177,8.07
CCCCS(=O)(=O)N[C@@H](CCC(=O)N1CCC2(CC1)CCN(CC2)c3ccncc3)C(=O)O,timbal,2.2435,6,3,10,3,480.631,7.63827216398241,8.6
OC(=O)C1=Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2NC(=N1)c4cccnc4Cl,timbal,4.9869,5,3,4,4,488.718,7.25963731050576,6.53
OC(=O)CC1CCc2cc(NC(=O)CCC3CCNCC3)ccc2C1=O,timbal,2.6247,4,3,6,3,358.438,7.14874165128092,6.84
OC(=O)[C@H](CNC(=O)CCCCc1ccc2CCCNc2n1)NC(=O)OCc3ccccc3,timbal,2.6483,6,4,11,3,454.527,9.09691001300806,8.59
Cc1ccnc(NCCCCC(=O)NNC(=O)CC(CC(=O)O)c2ccc(cc2)c3ccccc3)c1,timbal,4.43522,5,4,12,3,488.588,7.27572413039921,7.21
CC(C)(C)OC(=O)N[C@H](CCCN=C(N)N)C(=O)N1CCCC(C1)C(=O)NCCC(=O)O,timbal,-0.2372,6,6,10,1,456.544,5.56863623584101,5.95
NC(=N)c1ccc(cn1)C(=O)Nc2ccc3C(=O)C(CC(=O)O)CCc3c2,timbal,1.83777,5,4,5,3,366.377,8.04575749056068,7.77
NC(=N)NCCCCC(=O)NNC(=O)NC(CC(=O)O)c1ccccc1,timbal,0.18617,4,7,9,1,364.406,7.58502665202918,6.93
CCOc1c(Sc2ccc(\C=C\C(=O)N3CCN(CC3)C(=O)C)cc2Cl)cc(Cl)c4cccnc14,timbal,5.7954,4,2,6,4,530.477,6.23657200643706,7.07
COCCCN(CC(=O)N[C@@H](CC(=O)O)\C=C\C)C(=O)Cc1ccc(NC(=O)Nc2ccccc2C)cc1,timbal,3.58222,6,5,14,2,524.618,8.11350927482752,7.26
OC(=O)[C@H](Cc1ccc(NC(=O)c2ccnc3ccccc23)cc1)NC(=O)C4(CCCC4)c5ccccc5,timbal,5.111,5,3,8,5,507.59,6.22914798835786,5.86
COc1cccc(OC)c1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3c4ccccc4C#N)C(=O)O)cc2,timbal,4.02338,5,2,9,4,499.567,8.45593195564972,7.68
CCCCOC(=O)N[C@@H](CNC(=O)C1CCC2(CC1)CCN(CC2)c3ccncc3)C(=O)O,timbal,2.9541,6,3,9,3,460.575,8.09691001300806,8.33
COc1ccccc1c2ccc(C[C@H](NC(=O)[C@@H]3CCCN3)C(=O)O)cc2,timbal,2.2261,4,3,7,3,368.433,7.95860731484177,8
Cc1ccccc1NC(=O)Nc2ccc(cc2)C(=O)N[C@H](CCCCNC(=O)\C=C\c3cccnc3)C(=O)N[C@H](CCCC(=O)O)C(=O)NC4(CCCCC4)C(=O)N,timbal,4.17642,9,8,20,4,796.926,10.4294570601181,7.84
OC(=O)[C@H](CCC(=O)N1CCC2(CC1)CCN(CC2)c3ccncc3)NC(=O)OCc4ccccc4,timbal,3.4504,6,3,8,4,494.592,8.15490195998574,7.97
Cc1ccc(cc1)S(=O)(=O)N[C@@H](CNC(=O)C2CCC3(CC2)CCN(CC3)c4ccncc4)C(=O)O,timbal,2.71472,6,3,8,4,514.648,9,8.77
CN(C)C(=O)Oc1ccc(C[C@H](Nc2ncncc2c3cccc(c3)[N+](=O)[O-])C(=O)O)cc1,timbal,3.22,6,3,8,3,451.439,6.74472749489669,7.65
Cc1cccc(C)c1NC(=O)Nc2ccc(CC(=O)Nc3ccc(OCC(=O)O)c(CCC(=O)NCCCCCCCCCCCCNC(=O)CCCC[C@@H]4SC[C@@H]5NC(=O)N[C@H]45)c3)cc2,timbal,8.38384,8,8,29,5,928.21,4.85078088734462,5.26
NC(=N)NCCCCCCCC(=O)N[C@@H](CC(=O)O)C(=O)NCCc1ccccc1,timbal,1.12847,4,6,15,1,419.526,4.52287874528034,5.99
O=C1NC(=O)\C(=C\c2c[nH]c3ccccc23)\C(=O)N1c4ccccc4c5ccccc5,timbal,4.5013,3,2,3,5,407.429,6.58502665202918,7.08
OC(=O)[C@H](Cc1ccc(NC(=O)c2nccc3ccccc23)cc1)NC(=O)C4(CCCC4)c5ccccc5,timbal,5.111,5,3,8,5,507.59,5.88605664769316,6.2
OC(=O)[C@H](Cc1ccc2[nH]c(nc2c1)c3c(Cl)cccc3Cl)NC(=O)[C@@H]4CCN4S(=O)(=O)c5cc(Cl)cc(Cl)c5,timbal,5.4186,6,4,8,5,642.348,9.26760624017703,7.77
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)Nc3nc(CC(=O)O)cs3)cc2,timbal,3.90382,5,4,7,3,424.482,4.82390874094432,6.76
NC(=N)c1ccc2[nH]c(cc2c1)C(=O)NCCCCCCCC(=O)O,timbal,2.60697,3,5,10,2,344.415,5.00877392430751,6.21
OC(=O)[C@H](Cc1cscn1)NC(=O)[C@@H]2CCCN2S(=O)(=O)c3cc(Cl)cc(Cl)c3,timbal,2.4151,6,2,7,3,478.379,5.62893213772826,5.9
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N3CSCC3C(=O)NCCCCC(=O)O)cc2,timbal,3.45412,5,5,10,3,498.605,8,7.56
Cc1ccccc1NC(=O)Nc2ccc(CC(=O)N(CC(=O)NC(CC(=O)O)c3ccccc3)C4CCCCC4)cc2,timbal,5.67502,5,5,11,4,570.69,8.49485002168009,5.88
COc1ccccc1c2ccc(C[C@H](NC(=O)C3(CCCC3)S(=O)(=O)C(C)(C)C)C(=O)O)cc2,timbal,4.0002,6,2,8,3,487.618,7.72124639904717,7.47
COc1cc(Cl)c(\C=C\2/S\C(=N\c3cccc(c3)C(=O)O)\N(C)C2=O)cc1OC,timbal,4.2892,5,2,5,3,432.885,7.52287874528034,7.35
OC1CNC(=CC1)Nc2cccc(c2)C(=O)N3CCC(CCC(CC(=O)O)c4ccc5OCOc5c4)CC3,timbal,3.9137,6,5,9,5,521.614,5.8018930011266,7.69
NC(=N)c1ccc(COc2ccc3CN(CC(=O)O)CCc3c2)cc1,timbal,1.99237,3,4,6,3,339.395,7.52287874528034,6.8
OC(=O)c1ccccc1NC(=O)c2ccc(cc2)N3C(=O)c4ccc(Oc5ccc(cc5)[N+](=O)[O-])cc4C3=O,timbal,5.1382,6,2,7,5,523.457,3.74376346679408,5.67
NC(=N)NCCC[C@@H]1NC(=O)[C@@H]2CC[C@H]3CCC[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O)C(=O)N23,timbal,-3.14793,7,9,6,3,522.563,8.85387196432176,6.56
CC(CC(=O)O)Cc1ccc(OCCCNc2ccccn2)cc1,timbal,3.6159,4,2,10,2,328.412,7.48148606012211,7.13
CC1(C)[C@@H]2CC[C@@]1(CS(=O)(=O)N[C@@H](CNC(=O)c3ccc(CCc4ccc5CCCNc5n4)cc3)C(=O)O)C(=O)C2,timbal,2.7227,7,4,11,5,582.723,6.80410034759077,8.03
OC(=O)[C@H](CNC(=O)C1CCCn2c(\C=C\C3CCNCC3)nnc12)NC(=O)Cc4cccnc4,timbal,0.4916,7,4,9,4,481.557,8.86646109162978,8.4
